country,ecosystem,bibliography_id,study_id,bibtype,title,volume,issn,url,doi,number,journal,publisher,author,year,month,pages,keywords,copyright,language,editor,institution,school,booktitle,publication_type,day,type,issue,eprint,article-number
United States,marsh,Drake_et_al_2015,Drake_et_al_2024,Article,Carbon Sequestration in Tidal Salt Marshes of Northeast United States,NA,NA,https://doi.org/10.1007/s00267-015-0568-z,https://doi.org/10.1007/s00267-015-0568-z,NA,Environmental Management,NA,"Katherine Drake, Holly Halifax, Susan, C. Adamowicz, Christopher Craft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,NA,NA,NA,NA,NA
United States,marsh,Doughty_et_al_2019_data,Doughty_et_al_2016,Misc,Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center,NA,NA,https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1,10.25573/DATA.9695918.V1,NA,NA,The Smithsonian Institution,Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman,2019,NA,NA,NA,CC BY 4.0,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
United States,mangrove,Doughty_et_al_2019_data,Doughty_et_al_2016,Misc,Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center,NA,NA,https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1,10.25573/DATA.9695918.V1,NA,NA,The Smithsonian Institution,Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman,2019,NA,NA,NA,CC BY 4.0,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
United States,scrub/shrub,Doughty_et_al_2019_data,Doughty_et_al_2016,Misc,Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center,NA,NA,https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1,10.25573/DATA.9695918.V1,NA,NA,The Smithsonian Institution,Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman,2019,NA,NA,NA,CC BY 4.0,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
United States,marsh,Doughty_et_al_2015_article,Doughty_et_al_2016,Article,Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage,39,NA,https://doi.org/10.1007/s12237-015-9993-8,10.1007/s12237-015-9993-8,2,Estuaries and Coasts,Springer Science and Business Media {LLC},Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman,2015,may,385--396,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
United States,mangrove,Doughty_et_al_2015_article,Doughty_et_al_2016,Article,Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage,39,NA,https://doi.org/10.1007/s12237-015-9993-8,10.1007/s12237-015-9993-8,2,Estuaries and Coasts,Springer Science and Business Media {LLC},Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman,2015,may,385--396,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
United States,scrub/shrub,Doughty_et_al_2015_article,Doughty_et_al_2016,Article,Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage,39,NA,https://doi.org/10.1007/s12237-015-9993-8,10.1007/s12237-015-9993-8,2,Estuaries and Coasts,Springer Science and Business Media {LLC},Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman,2015,may,385--396,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Dontis_et_al_2020_article,Dontis_et_al_2020,Article,"Dataset: Carbon Storage Increases with Site Age as Created Salt Marshes Transition to Mangrove Forests in Tampa Bay, Florida (USA)",43,NA,https://link.springer.com/article/10.1007/s12237-020-00733-0,10.1007/s12237-020-00733-0,NA,Estuaries and Coasts,Springer Science and Business Media {LLC},"Emma E. Dontis, Kara R. Radabaugh, Amanda R. Chappel, Christine E. Russo, Ryan P. Moyer",2020,sep,1470-1488,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
United States,marsh,Darienzo_and_Peterson_1990_article,Darienzo_and_Peterson_1990,Article,"Episodic tectonic subsidence of Late Holocene salt marshes, northern Oregon Central Cascadia Margin",9,1944-9194,http://dx.doi.org/10.1029/TC009i001p00001,10.1029/tc009i001p00001,NA,Tectonics,American Geophysical Union (AGU),Mark E. Darienzo and Curt D. Peterson,1990,feb,1–22,NA,NA,NA,NA,NA,NA,NA,article,NA,NA,1,NA,NA
United States,marsh,Darienzo_and_Peterson_1990_data,Darienzo_and_Peterson_1990,misc,"Dataset: Episodic Tectonic Subsidence of Late Holocene Salt Marshes, Northern Oregon Central Cascadia Margin",NA,NA,"https://smithsonian.figshare.com/articles/dataset/Dataset:_Episodic_Tectonic_Subsidence_of_Late_Holocene_Salt_Marshes,_Northern_Oregon_Central_Cascadia_Margin/25270099",10.25573/serc.25270099,NA,NA,Smithsonian Environmental Research Center,"Darienzo, Mark E. and Peterson, Curt D.",2024,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Tanzania,mangrove,Trettin_et_al_2020_dataset,Dai_et_al_2022,Misc,SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016,NA,NA,https://data.cifor.org/dataset.xhtml?persistentId=doi:10.17528/CIFOR/DATA.00221,https://doi.org/10.17528/CIFOR/DATA.00221,NA,NA,NA,"Trettin, C.; Dai, Z.; Mangora, M.; Lagomasino, D.; Lee, S.K.; Tang, W.; Fatoyinbo, T.",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Tanzania,mangrove,Dai_et_al_2022,Dai_et_al_2022,Article,"Soil Carbon within the Mangrove Landscape in Rufiji River Delta, Tanzania",NA,NA,https://link.springer.com/article/10.1007/s13157-022-01608-9,https://doi.org/10.1007/s13157-022-01608-9,NA,Wetlands,NA,"Zhaohua Dai, Carl C. Trettin, Mwita M. Mangora & Wenwu Tang",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
United States,marsh,Curtis_et_al_2022_article,Curtis_et_al_2022,Article,"A Summary of Water-Quality and Salt Marsh Monitoring, Humboldt Bay, California",NA,NA,https://doi.org/10.3133/ofr20221076,10.3133/ofr20221076,NA,USGS Publications Warehouse,NA,"Jennifer A. Curtis, Karen M. Thorne, Chase M. Freeman, Kevin J. Buffington, and Judith Z. Drexler",2022,sep,NA,NA,NA,NA,NA,NA,NA,NA,associated source,16,NA,NA,NA,NA
United States,marsh,Curtis_et_al_2022_data,Curtis_et_al_2022,Misc,"Salt marsh monitoring during water years 2013 to 2019, Humboldt Bay, CA – water levels, surface deposition, elevation change, and carbon storage",NA,NA,https://doi.org/10.5066/P9QLAL7B,10.5066/P9QLAL7B,NA,NA,NA,"Curtis, J.A., Thorne, K.M., Freeman C.M., Buffington, K.J., and Drexler, J.Z.",2022,jun,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,23,NA,NA,NA,NA
United States,swamp,Craft_2024,Craft_2024,Misc,Dataset: Tidal freshwater forest accretion does not keep pace with sea level rise,NA,NA,https://doi.org/10.25573/serc.24895293,10.25573/serc.24895293,NA,NA,NA,Christopher Craft,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
United States,swamp,Craft_2012,Craft_2024,Article,Tidal freshwater forest accretion does not keep pace with sea level rise,NA,NA,https://doi.org/10.1016/j.ecoleng.2018.03.002,NA,NA,Ecological Engineering,NA,Christopher Craft,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,NA,NA,NA,NA,NA
United States,marsh,Craft_2007_article,Craft_2007,Article,"Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and U.S tidal marshes",52,NA,https://doi.org/10.4319/lo.2007.52.3.1220,10.4319/lo.2007.52.3.1220,3,Limnology and Oceanography,Wiley,Christopher Craft,2007,may,1220--1230,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Ecuador,mangrove,Costa_et_al_2022_article,Costa_et_al_2023,Article,Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings,67,NA,https://doi.org/10.1002/lno.12241,10.1002/lno.12241,S2,Limnology and Oceanography,NA,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin Turner and Joy Kumagai and James Leichter and Octavio Aburto-Oropeza,2022,NA,S104-S117,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Mexico,mangrove,Costa_et_al_2022_article,Costa_et_al_2023,Article,Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings,67,NA,https://doi.org/10.1002/lno.12241,10.1002/lno.12241,S2,Limnology and Oceanography,NA,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin Turner and Joy Kumagai and James Leichter and Octavio Aburto-Oropeza,2022,NA,S104-S117,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Panama,mangrove,Costa_et_al_2022_article,Costa_et_al_2023,Article,Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings,67,NA,https://doi.org/10.1002/lno.12241,10.1002/lno.12241,S2,Limnology and Oceanography,NA,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin Turner and Joy Kumagai and James Leichter and Octavio Aburto-Oropeza,2022,NA,S104-S117,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Ecuador,mangrove,Costa_et_al_2023_data,Costa_et_al_2023,Misc,Dataset: Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings.,NA,NA,https://smithsonian.figshare.com/articles/dataset/Dataset_Sediment_depth_and_accretion_shape_belowground_mangrove_carbon_stocks_across_a_range_of_climatic_and_geologic_settings_/21295716,10.25573/SERC.21295716,NA,NA,Smithsonian Environmental Research Center,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin L. Turner and James Leichter and Octavio Aburto-Oropeza,2023,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Mexico,mangrove,Costa_et_al_2023_data,Costa_et_al_2023,Misc,Dataset: Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings.,NA,NA,https://smithsonian.figshare.com/articles/dataset/Dataset_Sediment_depth_and_accretion_shape_belowground_mangrove_carbon_stocks_across_a_range_of_climatic_and_geologic_settings_/21295716,10.25573/SERC.21295716,NA,NA,Smithsonian Environmental Research Center,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin L. Turner and James Leichter and Octavio Aburto-Oropeza,2023,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Panama,mangrove,Costa_et_al_2023_data,Costa_et_al_2023,Misc,Dataset: Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings.,NA,NA,https://smithsonian.figshare.com/articles/dataset/Dataset_Sediment_depth_and_accretion_shape_belowground_mangrove_carbon_stocks_across_a_range_of_climatic_and_geologic_settings_/21295716,10.25573/SERC.21295716,NA,NA,Smithsonian Environmental Research Center,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin L. Turner and James Leichter and Octavio Aburto-Oropeza,2023,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Costa Rica,mangrove,Cifuentes_et_al_2024_Nicoya_data,Cifuentes_et_al_2024_Nicoya,Misc,"Dataset: Land use dynamics and mitigation potential of the mangroves of the Gulf of Nicoya, Costa Rica",NA,NA,https://smithsonian.figshare.com/articles/dataset/Dataset_Land_use_dynamics_and_mitigation_potential_of_the_mangroves_of_the_Gulf_of_Nicoya_Costa_Rica/24943866,10.25573/SERC.24943866,NA,NA,Smithsonian Environmental Research Center,Miguel Cifuentes-Jara and Christian Brenes Pérez and Marilyn Manrow-Villalobos and Danilo Torres,2024,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Panama,mangrove,Cifuentes_et_al_2023_Panama_data,Cifuentes_et_al_2023_Panama,Misc,"Dataset: Study of total economic valuation of the main services provided by mangroves in the Gulf of Chiriquí, Panama",NA,NA,https://smithsonian.figshare.com/articles/dataset/Dataset_Study_of_total_economic_valuation_of_the_main_services_provided_by_mangroves_in_the_Gulf_of_Chiriqu_Panama/24294928,10.25573/SERC.24294928,NA,NA,Smithsonian Environmental Research Center,Miguel Cifuentes-Jara and Marylin Manrow-Villalobos,2023,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Cambodia,mangrove,Sharma_et_al_2021_kohkoh_data_biomass,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Koh Kong–2014-15,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00261,10.17528/cifor/data.00261,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Sharma_et_al_2021_kohkoh_data_biomass,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Koh Kong–2014-15,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00261,10.17528/cifor/data.00261,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Cambodia,mangrove,Sharma_et_al_2021_preynob_data_biomass,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Prey Nob–2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00255,10.17528/cifor/data.00255,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Sharma_et_al_2021_preynob_data_biomass,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Prey Nob–2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00255,10.17528/cifor/data.00255,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Philippines,mangrove,MacKenzie_et_al_2021_catanauan_data_biomass,MacKenzie_et_al_2021,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Catanauan–2014,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00253,10.17528/cifor/data.00253,NA,NA,NA,MacKenzie Richard A and Apwong Maybeleen and Castillo Alan,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Bukoski_et_al_2020_krabi_data_biomass,Bukoski_et_al_2020,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Krabi River Estuary-2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00218,10.17528/cifor/data.00218,NA,NA,NA,Bukoski Jacob J. and Elwin Angie,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Bukoski_et_al_2020_pak_data_biomass,Bukoski_et_al_2020,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Pak Panang Mangrove-2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00242,10.17528/cifor/data.00242,NA,NA,NA,Bukoski Jacob J.,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Bukoski_et_al_2020_palian_data_biomass,Bukoski_et_al_2020,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Palian River Estuary-2013,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00241,10.17528/cifor/data.00241,NA,NA,NA,MacKenzie Richard A. and Apwong Maybeleen and Purbopuspito Joko and Bukoski Jacob J.,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Gabon,mangrove,Trettin_et_al_2020_data_biomass,Trettin_et_al_2020,Misc,SWAMP Dataset-Mangrove biomass vegetation-Rufiji River Delta-2016,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00219,10.17528/cifor/data.00219,NA,NA,NA,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Tanzania,mangrove,Trettin_et_al_2020_data_biomass,Trettin_et_al_2020,Misc,SWAMP Dataset-Mangrove biomass vegetation-Rufiji River Delta-2016,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00219,10.17528/cifor/data.00219,NA,NA,NA,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Gabon,mangrove,Trettin_et_al_2020_zambezi_data_biomass,Trettin_et_al_2020,Misc,SWAMP Dataset-Mangrove biomass vegetation-Zambezi River Delta-2012,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00217,10.17528/cifor/data.00217,NA,NA,NA,Trettin Carl and Stringer Christina and Tang Wenwu and Macamo Celia and Bandeira Salomão and Nicolau Denise and Macuacua Joaquím and Fatoyinbo Temilola and Simard Marc,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Tanzania,mangrove,Trettin_et_al_2020_zambezi_data_biomass,Trettin_et_al_2020,Misc,SWAMP Dataset-Mangrove biomass vegetation-Zambezi River Delta-2012,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00217,10.17528/cifor/data.00217,NA,NA,NA,Trettin Carl and Stringer Christina and Tang Wenwu and Macamo Celia and Bandeira Salomão and Nicolau Denise and Macuacua Joaquím and Fatoyinbo Temilola and Simard Marc,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Philippines,mangrove,MacKenzie_et_al_2021_catanauan_data_soil,MacKenzie_et_al_2021,Misc,SWAMP Dataset-Mangrove Soil Carbon-Catanauan–2014,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00262,10.17528/cifor/data.00262,NA,NA,NA,MacKenzie Richard A and Apwong Maybeleen and Castillo Alan,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Cambodia,mangrove,Sharma_et_al_2021_kohkoh_data_soil,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Soil Carbon-Koh Kong–2014-15,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00265,10.17528/cifor/data.00265,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Sharma_et_al_2021_kohkoh_data_soil,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Soil Carbon-Koh Kong–2014-15,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00265,10.17528/cifor/data.00265,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Cambodia,mangrove,Sharma_et_al_2021_preynob_data_soil,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Soil Carbon-Prey Nob–2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00254,10.17528/cifor/data.00254,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Sharma_et_al_2021_preynob_data_soil,Sharma_et_al_2021,Misc,SWAMP Dataset-Mangrove Soil Carbon-Prey Nob–2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00254,10.17528/cifor/data.00254,NA,NA,NA,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Bukoski_et_al_2020_krabi_data_soil,Bukoski_et_al_2020,Misc,SWAMP Dataset-Mangrove Soil Carbon-Krabi River Estuary-2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00240,10.17528/cifor/data.00240,NA,NA,NA,Bukoski Jacob J. and Elwin Angie,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Bukoski_et_al_2020_pak_data_soil,Bukoski_et_al_2020,Misc,SWAMP Dataset-Mangrove Soil Carbon-Pak Panang Mangrove-2015,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00239,10.17528/cifor/data.00239,NA,NA,NA,Bukoski Jacob J.,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Gabon,mangrove,Trettin_et_al_2020_data_soil,Trettin_et_al_2020,Misc,SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00221,10.17528/cifor/data.00221,NA,NA,NA,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Tanzania,mangrove,Trettin_et_al_2020_data_soil,Trettin_et_al_2020,Misc,SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00221,10.17528/cifor/data.00221,NA,NA,NA,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Thailand,mangrove,Bukoski_et_al_2020_palian_data_soil,Bukoski_et_al_2020,Misc,SWAMP Dataset-Mangrove Soil Carbon-Palian River Estuary-2013,NA,NA,http://dx.doi.org/10.17528/CIFOR/DATA.00238,10.17528/cifor/data.00238,NA,NA,NA,MacKenzie Richard A. and Apwong Maybeleen and Purbopuspito Joko and Bukoski Jacob J.,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Barreto_2017_Brazil_data,SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Barreto-2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00169,10.17528/cifor/data.00169,NA,SWAMP Dataset-Mangrove soil carbon-Barreto-2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
